Название;Код товара;Цена;Напряжение аккумулятора;Max крутящий момент;Max диаметр сверления (металл);Max диаметр сверления (дерево);Вес;Емкость аккумулятора;Режимы работы;Тип двигателя;Класс товара;Число оборотов на холостом ходу (первая скорость) (max);Число оборотов на холостом ходу (вторая скорость) (max);Число оборотов на холостом ходу (первая скорость) (min);Число оборотов на холостом ходу (вторая скорость) (min);Размер зажимаемой оснастки (min)
Аккумуляторная дрель-шуруповерт MAKITA DFR750Z магазинный без АКБ и ЗУ;99586;20000.0;18.0;;;;2.3;;Заворачиваниешурупов;щеточный;профессиональный;4000;;4000;;
Аккумуляторный шуруповерт METABO BS 18 LT BL Quick бесщеточная, без АКБ и ЗУ [602334890];100447;23503.0;18.0;75.0;13;38;1.6;;Сверление;бесщеточный;;600;2100;600;2100;1.5
Аккумуляторный шуруповерт METABO BS 18 LTХ BL Quick i 2x4.0 Ач, бесщеточная [602351500];100456;38531.0;18.0;120.0;13;65;2.3;4.0;Сверление;бесщеточный;;500;1850;500;1850;1.5
Аккумуляторная дрель-шуруповерт METABO BS 18 LTХ BL Quick i 2x5,2 Ач, бесщеточная [602351650];100457;47423.0;18.0;120.0;13;65;2.3;5.2;Сверление;бесщеточный;;500;1850;500;1850;1.5
Аккумуляторная дрель-шуруповерт METABO BS 18 LTХ BL Quick i 2x5,5 Ач,X3 бесщеточная [602351770];100459;68855.0;18.0;130.0;13;68;2.7;5.5;Сверление;бесщеточный;;550;2000;550;2000;1.5
Аккумуляторный шуруповерт METABO BS 18 LTХ BL Quick i бесщеточная, без АКБ и ЗУ [602351890];100460;23141.0;18.0;120.0;13;68;2.1;;;бесщеточный;;550;2000;550;2000;1.5
Аккумуляторный шуруповерт METABO SB 18 LT BL 2x2.0 Ач, ударная, бесщеточная [602316550];100462;27340.0;18.0;60.0;13;38;1.5;2.0;Сверление/сверлениесударом;бесщеточный;;600;2100;600;2100;1.5
Дрель-шуруповерт аккумуляторная METABO SB 18 LT BL ударная, бесщеточная, без АКБ и ЗУ [602316890];100465;19831.0;18.0;60.0;13;38;1.5;;Сверление/сверлениесударом;бесщеточный;;600;2100;600;2100;1.5
Аккумуляторный шуруповерт METABO SB 18 LTX BL i 2x4,0 Ач, ударная, бесщеточная [602352500];100470;38417.0;18.0;130.0;13;68;2.5;4.0;Сверление/сверлениесударом;бесщеточный;;550;2000;550;2000;1.5
Аккумуляторная дрель-шуруповерт METABO SB 18 LTX BL i ударная, бесщеточная, без АКБ и ЗУ, Metabox [602352890];100475;19151.0;18.0;130.0;13;68;2.2;;Сверление/сверлениесударом;бесщеточный;;550;2000;550;2000;1.5
Аккумуляторный шуруповерт MAKITA DF032DZ без АКБ и ЗУ;101472;8990.0;10.8;32.0;10;21;1.0;;Заворачиваниешурупов;бесщеточный;профессиональный;450;1500;450;1500;
Аккумуляторный шуруповерт ELITECH ДА 10.8ЛК2 (1,5Ач) [179141];99090;5854.0;10.8;23.0;10;20;1.0;1.5;Сверление;щеточный;бытовой;350;1200;350;1200;0.8
Аккумуляторная дрель-шуруповерт ELITECH ДА 10.8ЛК2 (1,5Ач USB, фонарь) [180548];99093;5854.0;10.8;23.0;10;20;1.0;1.5;Сверление;щеточный;бытовой;350;1200;350;1200;0.8
Аккумуляторная дрель-шуруповерт ELITECH ДА 10.8ЛК2 (3,0Ач) [179997];99094;6244.0;10.8;23.0;10;20;1.0;3.0;Сверление;щеточный;бытовой;350;1200;350;1200;0.8
Аккумуляторный шуруповерт ELITECH ДА10.8СЛК2 (1,5Ач) [182648];99127;5932.0;10.8;23.0;10;20;1.0;1.5;Сверление;щеточный;бытовой;350;1200;350;1200;0.8
Аккумуляторная дрель-шуруповерт ELITECH ША 10,8ЛК2 (1,5Ач) [180929];99187;6166.0;10.8;23.0;20;20;0.97;1.5;Заворачиваниешурупов;щеточный;бытовой;350;1300;350;1300;
Аккумуляторная дрель-шуруповерт ELITECH ДА 12НК2 (1,5 Ач Ni-Cd) [180549];99101;5229.0;12.0;23.0;20;27;1.6;1.5;Сверление;щеточный;бытовой;400;1500;400;1500;0.8
Аккумуляторный шуруповерт ELITECH ДА 14ЛК2 (1,5Ач) [179142];99095;7415.0;14.4;28.0;10;25;1.5;1.5;Сверление;щеточный;бытовой;350;1200;350;1350;1.5
Аккумуляторная дрель-шуруповерт ELITECH ДА 14ЛК2 (3,0Ач) [179998];99097;7415.0;14.4;28.0;10;25;1.5;3.0;Сверление;щеточный;бытовой;350;1200;350;1350;1.5
Аккумуляторный шуруповерт ELITECH ДА 14НК2 (1,5Ач Ni-Cd) [180550];99102;6244.0;14.4;26.0;10;27;1.6;1.5;Сверление;щеточный;бытовой;350;1200;350;1200;0.8
Аккумуляторный шуруповерт ELITECH ДА 18ЛК2 (1,5Ач) [179143];99098;8195.0;18.0;32.0;13;32;1.6;1.5;Сверление;щеточный;бытовой;350;1200;350;1200;1.5
Аккумуляторная дрель-шуруповерт ELITECH ДА 18ЛК2 (3,0Ач) [179999];99100;10537.0;18.0;32.0;13;32;1.6;3.0;Сверление;щеточный;бытовой;350;1200;350;1200;1.5
Аккумуляторный шуруповерт METABO SE 18 LTX 6000 + SM 5-55 2x2.0 Ач. [620049510];104220;56199.0;18.0;5.0;;;1.3;2.0;Заворачиваниешурупов;щеточный;;6000;;6000;;
Аккумуляторный шуруповерт ВИХРЬ ДА-12-2 [72/14/1];104289;1600.0;12.0;24.0;8;18;1.7;2.0;Сверление;щеточный;бытовой;350;1250;350;1250;0.8
Аккумуляторный шуруповерт ВИХРЬ ДА-14,4-2 [72/14/3];104292;1950.0;14.4;28.0;10;25;1.9;2.0;Сверление;щеточный;бытовой;350;1250;350;1250;0.8
Дрель-шуруповерт ВИХРЬ ДА-14,4-2К аккумуляторная ВИХРЬ ДА-14,4-2К [72/14/4];104293;2050.0;14.4;28.0;10;25;3.2;2.0;Сверление;щеточный;бытовой;350;1250;350;1250;0.8
Аккумуляторная дрель-шуруповерт ВИХРЬ ДА-14,4-1К [72/14/13];104301;2350.0;14.4;28.0;10;25;2.8;1.5;Сверление;щеточный;бытовой;350;;350;;0.8
Аккумуляторный шуруповерт ВИХРЬ ДА-18-2К [72/14/5];104295;2850.0;18.0;32.0;12;30;3.5;2.0;Сверление;щеточный;бытовой;350;1250;350;1250;1.0
Аккумуляторная дрель-шуруповерт ВИХРЬ ДА-18-2К1 [72/14/6];104366;3200.0;18.0;32.0;12;30;3.5;2.0;Сверление;щеточный;бытовой;350;1250;350;1250;1.0
Дрель-шуруповерт MAKITA DF457DWE;106138;11110.0;18.0;42.0;13;36;1.7;1.5;Сверление;щеточный;профессиональный;400;1400;400;1400;1.3
Аккумуляторная дрель-шуруповерт MAKITA DTD 154 RFE ударный, бесщеточный [DTD154RFE];106923;26610.0;18.0;160.0;;;1.5;3.0;Сверление/заворачивание/сверлениесударом;бесщеточный;профессиональный;1100;2100;1100;2100;
Аккумуляторная дрель-шуруповерт BOSCH GSR 12V-15 FC Flex [06019F6001] 2х2,0 Ач, L-BOXX, патрон;108177;17031.0;12.0;30.0;10;30;0.8;2.0;Сверление;щеточный;;400;1300;400;1300;0.8
Аккумуляторный шуруповерт BOSCH GSR 12V-15 FC без АКБ и З/У [06019F6004];108178;8557.0;12.0;30.0;10;30;0.8;;Сверление;щеточный;;400;1300;400;1300;
Аккумуляторная дрель-шуруповерт BOSCH GSB 18-2-LI plus ударная [06019E7120] 2х2,0Ач;108670;14843.0;18.0;63.0;13;38;1.5;2.0;Сверление/сверлениесударом;щеточный;;500;1900;500;1900;1.5
Аккумуляторный шуруповерт PATRIOT BR 104Li [180201412];109723;4490.0;12.0;20.0;8;16;0.95;1.5;Сверление;щеточный;бытовой;650;;650;;0.8
Аккумуляторная дрель-шуруповерт PATRIOT BR 141Li [180201419];109730;3580.0;14.4;27.0;10;20;1.1;2.0;Сверление;щеточный;бытовой;350;1350;350;1350;0.8
Аккумуляторный шуруповерт MAKITA DTP 141 Z ударный, бесщеточный [DTP141Z];111557;27250.0;18.0;150.0;;;1.6;3.0;Сверление/заворачивание/сверлениесударом;бесщеточный;профессиональный;1300;2200;1300;2200;
Аккумуляторная дрель-шуруповерт MAKITA DTS 141 RME ударный, бесщеточный [DTS141RME];111558;53410.0;18.0;40.0;;;1.2;4.0;Сверление/заворачивание/сверлениесударом;бесщеточный;профессиональный;1200;2000;1200;2000;
Аккумуляторный шуруповерт MAKITA DDF482RME;111546;22940.0;18.0;62.0;13;38;1.5;4.0;Сверление;щеточный;профессиональный;600;1900;600;1900;1.3
Аккумуляторная дрель-шуруповерт MAKITA DDF483RFE;112101;24790.0;18.0;40.0;13;30;1.5;3.0;Сверление;бесщеточный;профессиональный;500;1700;500;1700;1.3
Аккумуляторный шуруповерт MAKITA DF332DWME;112107;21990.0;12.0;35.0;10;21;1.0;4.0;Заворачиваниешурупов;бесщеточный;профессиональный;450;1500;450;1500;
Аккумуляторный шуруповерт METABO BS 18 LTХ-3 BL i бесщеточная, без АКБ и ЗУ [602354890];112113;35199.0;18.0;120.0;13;65;2.3;;Сверление;бесщеточный;;500;2050;500;2050;1.5
Аккумуляторная дрель-шуруповерт METABO BS 18 LTХ-3 BL i бесщеточная, без АКБ и ЗУ, Metaloс [602354840];112114;36299.0;18.0;120.0;13;65;2.3;;Сверление;бесщеточный;;500;2050;500;2050;1.5
Аккумуляторный шуруповерт METABO BS 18 LTХ-3 BL Q I 2x5.5 Ач, бесщеточная [602355660];112116;75999.0;18.0;120.0;13;65;2.3;5.5;Сверление;бесщеточный;;500;2050;500;2050;1.5
Аккумуляторная дрель-шуруповерт BOSCH GTB 12V-11 [06019E4004] 2х3,0 Ач, L-Boxx;114151;25600.0;12.0;11.0;;;0.9;3.0;Заворачиваниешурупов;бесщеточный;;;3000;;3000;
Аккумуляторный шуруповерт METABO BS 18 LTX-3 BL Quick i бесщеточная, без АКБ и ЗУ [602355890];115505;38699.0;18.0;120.0;13;65;2.1;;Сверление;бесщеточный;;500;2050;500;2050;1.5
Аккумуляторная дрель-шуруповерт METABO SE 18 LTX 4000 + SM 5-55 2x2.0 Ач. [620048510];116620;51930.0;18.0;7.0;;;1.3;2.0;Заворачиваниешурупов;щеточный;;4000;;4000;;
Аккумуляторный шуруповерт METABO SB 18 LTX-3 BL i 2x5,5 Ач, ударная, бесщеточная [602356660];116662;53351.0;18.0;120.0;13;65;2.6;5.5;Сверление/сверлениесударом;бесщеточный;;600;2050;600;2050;1.5
Аккумуляторная дрель-шуруповерт METABO SB 18 LTX-3 BL Q i 2x5,5 Ач, ударная, бесщеточная [602357660];116666;81699.0;18.0;120.0;13;65;2.6;5.5;Сверление/сверлениесударом;бесщеточный;;600;2050;600;2050;1.5
Аккумуляторная дрель-шуруповерт METABO BE 18 LTX6 без АКБ и ЗУ [600261890];116675;25126.0;18.0;4.0;6;12;1.2;;Сверление;щеточный;;4000;;4000;;0.5
Аккумуляторная дрель-шуруповерт MAKITA DDF481Z без АКБ и ЗУ;117058;13760.0;18.0;115.0;13;76;2.6;;Сверление;бесщеточный;профессиональный;550;2100;550;2100;1.3
Аккумуляторный шуруповерт METABO BS 18 2x2.0 Ач [602207560];117875;14597.0;18.0;48.0;10;20;1.3;2.0;Сверление;щеточный;;400;1500;400;1500;0.5
Аккумуляторный шуруповерт METABO GB 18 LTХ BL Q i без АКБ и ЗУ, Metaloc (Резьборез) [603828840] Metaloc + патрон;118341;39756.0;18.0;120.0;13;65;2.5;;Сверление;бесщеточный;;600;2050;600;2050;1.5
Аккумуляторный шуруповерт MAKITA DFS 251 Z бесщеточная, без АКБ и ЗУ [DFS251Z];119527;19270.0;18.0;;;;1.5;;Заворачиваниешурупов;бесщеточный;профессиональный;2500;;2500;;
Аккумуляторный шуруповерт MAKITA DTD 155 Z ударный,бесщеточный , без АКБ и ЗУ [DTD155Z];119570;10271.0;18.0;135.0;;;1.2;2.0;Сверление/заворачивание/сверлениесударом;бесщеточный;профессиональный;1300;3000;1300;3000;
Аккумуляторная дрель-шуруповерт BOSCH EasyDrill 12 [06039B3001] Коробка;119705;5984.0;12.0;15.0;6;6;0.9;1.5;Сверление;щеточный;;700;;;;
Аккумуляторная дрель-шуруповерт BOSCH EasyDrill 1200 [06039A210B] Кейс, 2х1,5Ач;119728;8469.0;12.0;30.0;8;20;1.0;1.5;Сверление;щеточный;;1650;;;;
Аккумуляторная отвертка BOSCH GO KIT [06019H2021] набор бит (33 шт);120906;2796.0;3.6;5.0;;;0.5;1.5;;;;360;;360;;
Аккумуляторная дрель-шуруповерт MAKITA DDF 482 SYE [DDF482SYE];123019;18350.0;18.0;62.0;13;38;1.5;1.5;Сверление;щеточный;профессиональный;600;1900;600;1900;1.3
Аккумуляторный шуруповерт MAKITA DDF 484 RAE бесщеточная [DDF484RAE];123021;24890.0;18.0;60.0;13;38;1.8;2.0;Сверление;бесщеточный;профессиональный;500;2000;500;2000;1.3
Аккумуляторный шуруповерт MAKITA DHP 481 Z ударная, бесщеточная, без АКБ и ЗУ [DHP481Z];123026;20180.0;18.0;115.0;13;76;2.7;;Сверление/сверлениесударом;бесщеточный;профессиональный;550;2100;550;2100;1.5
Аккумуляторная дрель-шуруповерт MAKITA DHP 482 SYE ударная [DHP482SYE];123027;19270.0;18.0;54.0;13;38;1.8;1.5;Сверление/сверлениесударом;щеточный;профессиональный;600;1900;600;1900;1.5
